,data1
3270,Aug 8 04:01:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wenatcheevalley-ctc Test=icmp-test Loss%=0.000000 Min-RTT=9.728999999999999 MaxRTT=12.173 Avg-RTT=10.548 Jitt
3271,Aug 8 04:01:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wenatchee-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.058 MaxRTT=12.209 Avg-RTT=10.84 Jitter=2.151
3272,Aug 8 04:01:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=snohomish-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.009 MaxRTT=29.968 Avg-RTT=16.489 Jitter=26.959
3273,Aug 8 04:01:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3274,Aug 8 04:01:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3275,Aug 8 04:01:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=concrete-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.04 MaxRTT=97.88 Avg-RTT=36.635 Jitter=92.84
3276,Aug 8 04:01:42spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wsu-prosser-bacc Test=icmp-test Loss%=0.000000 Min-RTT=8.973000000000001 MaxRTT=11.543 Avg-RTT=10.476
3277,Aug 8 04:01:42spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=greatnorthern-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3278,Aug 8 04:01:42seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=prescott-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.414 MaxRTT=19.455 Avg-RTT=13.51 Jitter=9.041
3279,Aug 8 04:01:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=prescott-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.414 MaxRTT=19.455 Avg-RTT=13.51 Jitter=9.041
3280,Aug 8 04:01:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=capeflattery-k12 Test=icmp-test Loss%=0.000000 Min-RTT=11.529 MaxRTT=134.165 Avg-RTT=52.456 Jitter=122.636
3281,Aug 8 04:01:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=touchet-k12 Test=icmp-test Loss%=0.000000 Min-RTT=12.088 MaxRTT=134.085 Avg-RTT=52.757 Jitter=121.997
3282,Aug 8 04:01:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=hoquiam-k12 Test=icmp-test Loss%=0.000000 Min-RTT=11.646 MaxRTT=134.107 Avg-RTT=52.703 Jitter=122.461
3283,Aug 8 04:01:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=montesano-k12 Test=icmp-test Loss%=0.000000 Min-RTT=11.97 MaxRTT=134.099 Avg-RTT=52.712 Jitter=122.129
3284,Aug 8 04:01:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3285,Aug 8 04:01:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3286,Aug 8 04:01:44seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=highline-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.227 MaxRTT=5.987 Avg-RTT=3.489 Jitter=3.76
3287,Aug 8 04:01:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=kettlefalls-lib Test=icmp-test Loss%=0.000000 Min-RTT=13.518 MaxRTT=98.355 Avg-RTT=42.148 Jitter=84.837
3288,Aug 8 04:01:45pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=wsu-tricities-bacc Test=icmp-test Loss%=0.000000 Min-RTT=7.388 MaxRTT=11.614 Avg-RTT=8.83 Jitter=4.226
3289,Aug 8 04:01:48pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=wsu-vancouver-bacc Test=icmp-test Loss%=0.000000 Min-RTT=2.33 MaxRTT=4.445 Avg-RTT=3.096 Jitter=2.115
3290,Aug 8 04:01:48spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=cusick-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.13 MaxRTT=9.016999999999999 Avg-RTT=5.776 Jitter=5.
3291,Aug 8 04:01:48seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=thorp-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.786 MaxRTT=24.37 Avg-RTT=12.19 Jitter=19.584
3292,Aug 8 04:01:48seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=peninsula-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.81 MaxRTT=49.099 Avg-RTT=19.578 Jitter=44.289
3293,Aug 8 04:01:48seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3294,Aug 8 04:01:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=shoreline-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.334 MaxRTT=7.197 Avg-RTT=3.957 Jitter=4.863
3295,Aug 8 04:01:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3296,Aug 8 04:01:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3297,Aug 8 04:01:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=peninsula-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.81 MaxRTT=49.099 Avg-RTT=19.578 Jitter=44.289
3298,Aug 8 04:01:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tacoma-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.535 MaxRTT=10.032 Avg-RTT=7.068 Jitter=7.497
3299,Aug 8 04:01:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3300,Aug 8 04:01:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3301,Aug 8 04:01:52spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=spokane-k12 Test=icmp-test Loss%=0.000000 Min-RTT=1.594 MaxRTT=5.13 Avg-RTT=2.833 Jitter=3.536
3302,Aug 8 04:01:54seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=snohomish-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.009 MaxRTT=29.968 Avg-RTT=12.247 Jitter=26.959
3303,Aug 8 04:01:56seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3304,Aug 8 04:01:56seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3305,Aug 8 04:01:57seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tacoma-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.775 MaxRTT=61.173 Avg-RTT=23.66 Jitter=56.398
3306,Aug 8 04:02:00seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3307,Aug 8 04:02:00seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3308,Aug 8 04:02:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3309,Aug 8 04:02:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3310,Aug 8 04:02:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3311,Aug 8 04:02:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3312,Aug 8 04:02:09seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=upperskagit-lib Test=icmp-test Loss%=0.000000 Min-RTT=6.076 MaxRTT=72.35 Avg-RTT=39.213 Jitter=66.274
3313,Aug 8 04:02:10spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wsu-riverpoint-bacc Test=icmp-test Loss%=0.000000 Min-RTT=1.744 MaxRTT=38.172 Avg-RTT=19.958 Jitter=36
3314,Aug 8 04:02:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3315,Aug 8 04:02:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3316,Aug 8 04:02:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=portgamble-nwic Test=icmp-test Loss%=0.000000 Min-RTT=28.64 MaxRTT=28.64 Avg-RTT=28.64 Jitter=0
3317,Aug 8 04:02:15pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=longview-lib Test=icmp-test Loss%=0.000000 Min-RTT=5.277 MaxRTT=8.661 Avg-RTT=6.438 Jitter=3.384
3318,Aug 8 04:02:16seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3319,Aug 8 04:02:16seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3320,Aug 8 04:02:18seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tulalip-nwic Test=icmp-test Loss%=0.000000 Min-RTT=3.587 MaxRTT=7.357 Avg-RTT=5.063 Jitter=3.77
3321,Aug 8 04:02:18seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-gov-bacc Test=icmp-test Loss%=0.000000 Min-RTT=3.909 MaxRTT=10.174 Avg-RTT=6.496 Jitter=6.265
3322,Aug 8 04:02:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=snoisle-lib Test=icmp-test Loss%=0.000000 Min-RTT=79.237 MaxRTT=79.237 Avg-RTT=79.237 Jitter=0
3323,Aug 8 04:02:20seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakewashington-k12 Test=icmp-test Loss%=0.000000 Min-RTT=30.761 MaxRTT=30.761 Avg-RTT=30.761 Jitter=0
3324,Aug 8 04:02:20spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=westvalley-spk-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.109 MaxRTT=4.29 Avg-RTT=2.837 Jitter=2.181
3325,Aug 8 04:02:20seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3326,Aug 8 04:02:20seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3327,Aug 8 04:02:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3328,Aug 8 04:02:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3329,Aug 8 04:02:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=upperskagit-lib Test=icmp-test Loss%=0.000000 Min-RTT=5.521 MaxRTT=72.35 Avg-RTT=27.982 Jitter=66.829
3330,Aug 8 04:02:25spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wsu-riverpoint-bacc Test=icmp-test Loss%=0.000000 Min-RTT=1.744 MaxRTT=38.172 Avg-RTT=13.89 Jitter=36.
3331,Aug 8 04:02:26pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=kelso-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.962 MaxRTT=6.593 Avg-RTT=4.205 Jitter=3.631
3332,Aug 8 04:02:27pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=battleground-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.1 MaxRTT=16.027 Avg-RTT=6.752 Jitter=13.927
3333,Aug 8 04:02:27pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=wahkiakum-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.878 MaxRTT=19.634 Avg-RTT=10.5 Jitter=13.756
3334,Aug 8 04:02:27pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=mossyrock-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.994999999999999 MaxRTT=11.632 Avg-RTT=9.939 Jitt
3335,Aug 8 04:02:28seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3336,Aug 8 04:02:28seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3337,Aug 8 04:02:29seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=marysville-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.256 MaxRTT=54.105 Avg-RTT=30.181 Jitter=47.849
3338,Aug 8 04:02:29pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=camas-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.924 MaxRTT=7.108 Avg-RTT=4.373 Jitter=4.184
3339,Aug 8 04:02:29spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=liberty-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.734 MaxRTT=5.826 Avg-RTT=4.715 Jitter=2.092
3340,Aug 8 04:02:30seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=elma-k12 Test=icmp-test Loss%=0.000000 Min-RTT=127.398 MaxRTT=127.398 Avg-RTT=127.398 Jitter=0
3341,Aug 8 04:02:30pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=heritage-pbacc Test=icmp-test Loss%=0.000000 Min-RTT=9.239000000000001 MaxRTT=16.606 Avg-RTT=11.789 Ji
3342,Aug 8 04:02:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=shelton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.034 MaxRTT=6.3 Avg-RTT=5.073 Jitter=2.266
3343,Aug 8 04:02:32pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=milla-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.273 MaxRTT=6.308 Avg-RTT=4.976 Jitter=2.035
3344,Aug 8 04:02:32seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tumwater-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.318 MaxRTT=8.548 Avg-RTT=5.879 Jitter=4.23
3345,Aug 8 04:02:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3346,Aug 8 04:02:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3347,Aug 8 04:02:34seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd189-k12 Test=icmp-test Loss%=0.000000 Min-RTT=110.96 MaxRTT=110.96 Avg-RTT=110.96 Jitter=0
3348,Aug 8 04:02:37seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3349,Aug 8 04:02:37seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3350,Aug 8 04:02:37spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=waterville-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.312 MaxRTT=9.250999999999999 Avg-RTT=7.328 Jitt
3351,Aug 8 04:02:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=Raymond-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.167 MaxRTT=9.036 Avg-RTT=6.538 Jitter=3.869
3352,Aug 8 04:02:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=concrete-k12 Test=icmp-test Loss%=0.000000 Min-RTT=74.918 MaxRTT=74.918 Avg-RTT=74.918 Jitter=0
3353,Aug 8 04:02:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3354,Aug 8 04:02:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3355,Aug 8 04:02:42seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=chehalis-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.39 MaxRTT=8.785 Avg-RTT=5.86 Jitter=4.395
3356,Aug 8 04:02:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=portgamble-nwic Test=icmp-test Loss%=0.000000 Min-RTT=2.995 MaxRTT=28.64 Avg-RTT=13.219 Jitter=25.645
3357,Aug 8 04:02:44seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=marysville-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.127 MaxRTT=54.105 Avg-RTT=21.163 Jitter=50.978
3358,Aug 8 04:02:44seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=granitefalls-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.727 MaxRTT=21.392 Avg-RTT=10.888 Jitter=17.665
3359,Aug 8 04:02:45pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=richland-lib Test=icmp-test Loss%=0.000000 Min-RTT=6.733 MaxRTT=29.738 Avg-RTT=14.422 Jitter=23.005
3360,Aug 8 04:02:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3361,Aug 8 04:02:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3362,Aug 8 04:02:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=centralia-ctc Test=icmp-test Loss%=0.000000 Min-RTT=8.489000000000001 MaxRTT=67.381 Avg-RTT=37.935 Jitter=58.
3363,Aug 8 04:02:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=everett-ctc Test=icmp-test Loss%=0.000000 Min-RTT=5.009 MaxRTT=67.435 Avg-RTT=27.09 Jitter=62.426
3364,Aug 8 04:02:46seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=everett-ctc Test=icmp-test Loss%=0.000000 Min-RTT=5.009 MaxRTT=67.435 Avg-RTT=27.09 Jitter=62.426
3365,Aug 8 04:02:46seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=arlington-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.349 MaxRTT=6.687 Avg-RTT=4.71 Jitter=3.338
3366,Aug 8 04:02:47pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=skamania-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.489 MaxRTT=5.788 Avg-RTT=4.265 Jitter=2.299
3367,Aug 8 04:02:47seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.145 MaxRTT=8.563000000000001 Avg-RTT=5.888 Jitter=4.4
3368,Aug 8 04:02:49spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=chewelah-lib Test=icmp-test Loss%=0.000000 Min-RTT=3.417 MaxRTT=5.691 Avg-RTT=4.287 Jitter=2.274
3369,Aug 8 04:02:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3370,Aug 8 04:02:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=snoisle-lib Test=icmp-test Loss%=0.000000 Min-RTT=5.127 MaxRTT=79.237 Avg-RTT=29.919 Jitter=74.11
3371,Aug 8 04:02:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3372,Aug 8 04:02:50seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakewashington-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.601 MaxRTT=30.761 Avg-RTT=12.812 Jitter=27.16
3373,Aug 8 04:02:51spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=lamont-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.458 MaxRTT=14.995 Avg-RTT=11.346 Jitter=8.537000000
3374,Aug 8 04:02:52spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=columbiabasin-ctc Test=icmp-test Loss%=0.000000 Min-RTT=5.503 MaxRTT=12.183 Avg-RTT=7.732 Jitter=6.68
3375,Aug 8 04:02:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=skagitvalley-oakharbor-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.642 MaxRTT=10.246 Avg-RTT=6.548 Jitter=5.6
3376,Aug 8 04:02:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wshm-other Test=icmp-test Loss%=0.000000 Min-RTT=4.708 MaxRTT=10.307 Avg-RTT=6.679 Jitter=5.599
3377,Aug 8 04:02:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=shawisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.822 MaxRTT=10.338 Avg-RTT=6.737 Jitter=5.516
3378,Aug 8 04:02:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3379,Aug 8 04:02:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
3380,Aug 8 04:02:54seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=snohomish-k12 Test=icmp-test Loss%=0.000000 Min-RTT=40.923 MaxRTT=40.923 Avg-RTT=40.923 Jitter=0
3381,Aug 8 04:02:57seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lopezisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.72 MaxRTT=50.697 Avg-RTT=21.601 Jitter=45.977
3382,Aug 8 04:02:57seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=vashonisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.7 MaxRTT=50.635 Avg-RTT=20.723 Jitter=45.935
3383,Aug 8 04:02:57seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cwu-wenatchee-bacc Test=icmp-test Loss%=0.000000 Min-RTT=9.336 MaxRTT=54.6 Avg-RTT=31.968 Jitter=45.264
3384,Aug 8 04:02:57seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=monroe-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.053 MaxRTT=9.143000000000001 Avg-RTT=6.478 Jitter=4.09
3385,Aug 8 04:02:57seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lopezisland-lib Test=icmp-test Loss%=0.000000 Min-RTT=4.727 MaxRTT=8.759 Avg-RTT=6.093 Jitter=4.032
3386,Aug 8 04:02:57seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=dieringer-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.678 MaxRTT=8.769 Avg-RTT=6.066 Jitter=4.091
